"Ctl","Disease"
"CCIS00281083ST.3.0","SID531361"
"MMRS54246132ST.27.0.0","CRC_MR_SBJ49C_17"
"CCIS82507866ST.3.0","MMRS77487595ST.27.0.0"
"CCMD85661207ST.11.0","MMRS86958796ST.27.0.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"LILT_VF265_T016","CCIS41548810ST.4.0"
"MMPU72854103ST","MMRS14379078ST.27.0.0"
"SID532915","SID531469"
"SZAXPI015262.79","SZAXPI003412.1"
"CCIS63910149ST.4.0","SID530890"
"MMRS11932626ST.27.0.0","MMRS14602194ST.27.0.0"
"CCMD18579000ST.11.0","CCMD82866709ST.21.0"
"SID31519","CCMD35633353ST.11.0"
"CCMD74592084ST.11.0","CCMD59583015ST.11.0"
"MMRS51307502ST.27.0.0","LILT_VF73_16"
"CCMD85481373ST.11.0","SID31876"
"CCMD93755960ST.11.0","MMRS25641480ST.27.0.0"
"MMRS95277876ST.27.0.0","CCMD46222674ST.21.0"
"CRC_MR_SBJ84H_17","SID531277"
"DRR127613","MMRS81671217ST.27.0.0"
"CCMD99440714ST.11.0","CCIS83870198ST.4.0"
"SZAXPI015268.109","DRR127485"
"CRC_MR_SBJ46H_17","MMRS54316675ST.27.0.0"
"CCMD51154251ST.11.0","CCMD95431029ST.11.0"
"CCMD50300306ST.11.0","DRR127594"
"CCMD66848156ST.11.0","SZAXPI017466.84"
"SID31333","SID531416"
"CCMD59540613ST.11.0","LILT_VF120_16"
"CCMD53522274ST.11.0","SZAXPI015226.14"
"MMRS87723283ST.27.0.0","MMRS84954772ST.27.0.0"
"SZAXPI015265.88","CCMD35802077ST.21.0"
"SID31714","SID31870"
"DRR127731","LILT_VF300_T016"
"CRC_MR_SBJ79H_17","MMRS96422329ST.27.0.0"
"SZAXPI015258.57","CRC_MR_SBJ53C_17"
"CRC_MR_SBJ78H_17","SID31878"
"CCIS94603952ST.4.0","CCIS76845094ST.20.0"
"SZAXPI015261.75","SID31874"
"CCIS95097901ST.4.0","CRC_MR_SBJ25C_17"
"CRC_MR_SBJ82H_17","DRR162777"
"SZAXPI015274.111","SID531155"
"CCIS36797902ST.4.0","CRC_MR_SBJ07C_17"
"MMRS67096717ST.27.0.0","CRC_MR_SBJ27C_17"
"DRR127777","MMRS81194191ST.27.0.0"
"SID530167","SID31285"
"MMRS25211151ST.27.0.0","DRR127481"
"LILT_VF84_16","CCMD95676152ST.11.0"
"CCMD32965613ST.11.0","SID31188"
"CCIS16561622ST.4.0","CCIS50148151ST.4.0"
"SZAXPI015228.14","DRR127519"
"MMRS17963147ST.27.0.0","MMRS93508324ST.27.0.0"
"MMRS11288076ST.27.0.0","DRR127478"
"SZAXPI017591.140","CRC_MR_SBJ35C_17"
"DRR127546","SZAXPI003422.11"
"CCMD15562448ST.11.0","MMRS41266697ST.27.0.0"
"MMPU99077057ST","MMRS59699117ST.27.0.0"
"LILT_GF06_16","SID531333"
