"Ctl","Disease"
"SID532915","SID31223"
"SZAXPI015250.39","SZAXPI003435.11"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"CCMD85661207ST.11.0","CCMD95433940ST.21.0"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CRC_MR_SBJ65H_17","CRC_MR_SBJ02C_17"
"SZAXPI015253.44","MMRS43939546ST.27.0.0"
"CCIS16561622ST.4.0","CRC_MR_SBJ51C_17"
"MMRS64281551ST.27.0.0","CRC_MR_SBJ49C_17"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"CCMD31009081ST.11.0","CCMD46222674ST.21.0"
"CRC_MR_SBJ84H_17","SZAXPI017586.111"
"CCMD93755960ST.11.0","MMRS25641480ST.27.0.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ10C_17"
"CCIS00146684ST.4.0","SZAXPI017466.84"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"CCIS13047523ST.4.0","CRC_MR_SBJ22C_17"
"CCIS41692898ST.4.0","SID531416"
"SZAXPI015261.75","CCIS62605362ST.3.0"
"SZAXPI015246.34","CCMD89306485ST.11.0"
"CCMD37575804ST.11.0","CRC_MR_SBJ06C_17"
"CCIS45571137ST.3.0","CCMD82866709ST.21.0"
"CRC_MR_SBJ46H_17","MMRS18295921ST.27.0.0"
"SZAXPI015251.41","CCIS02379307ST.4.0"
"MMRS11932626ST.27.0.0","SID31874"
"CCIS79210440ST.3.0","DRR127708"
"CCIS32452666ST.4.0","CRC_MR_SBJ40C_17"
"CRC_MR_SBJ34H_17","SZAXPI015223.158"
"CCMD38158721ST.11.0","CCMD72895164ST.21.0"
"MMRS95479054ST.27.0.0","SID31875"
"CCMD45004878ST.11.0","CCIS71301801ST.4.0"
"CCIS64785924ST.20.0","CCIS53355328ST.4.0"
"CRC_MR_SBJ77H_17","CCMD88272491ST.21.0"
"MMRS39415781ST.27.0.0","LILT_VF264_T017"
"LILT_VF262_T016","LILT_VF207_T017"
"CCIS45793747ST.4.0","CCIS52370277ST.4.0"
"DRR127634","SZAXPI017463.36"
"CRC_MR_SBJ73H_17","MMRS77321055ST.27.0.0"
"CCMD66848156ST.11.0","SID531382"
"LILT_VF10_T016","CCMD35633353ST.11.0"
"CRC_MR_SBJ81H_17","DRR127767"
"CRC_MR_SBJ37H_17","SZAXPI015210.17"
"CCMD99440714ST.11.0","MMRS86178473ST.27.0.0"
"MMRS11288076ST.27.0.0","DRR162777"
"SID530364","CCMD25963797ST.21.0"
"CCIS88007743ST.4.0","CRC_MR_SBJ07C_17"
"MMPU84450604ST","CRC_MR_SBJ47C_17"
"MMRS17963147ST.27.0.0","SZAXPI017457.24"
"CCMD29706695ST.11.0","SID31883"
"CCMD49025643ST.11.0","CCMD60079086ST.21.0"
"CRC_MR_SBJ57H_17","SID31871"
"CCMD22852639ST.11.0","LILT_VF300_T016"
"CCMD30626189ST.11.0","SZAXPI003420.4"
"SZAXPI015262.79","SZAXPI017456.23"
"MMRS29805707ST.27.0.0","MMRS59699117ST.27.0.0"
"DRR127704","CCMD12232071ST.21.0"
"CCIS94603952ST.4.0","CRC_MR_SBJ12C_17"
"MMRS21365932ST.27.0.0","CCIS50148151ST.4.0"
"SID530050","SZAXPI003427.1"
"SZAXPI015231.17","SZAXPI003430.5"
"SZAXPI015212.113","SZAXPI017587.113"
"LILT_VF263_T016","LILT_VF251_T017"
"SZAXPI015272.108","CCMD26709089ST.21.0"
"SID31557","SID31884"
"SID530177","SZAXPI017581.93"
"LILT_VF279_T016","SZAXPI017583.102"
"SZAXPI015238.24","SZAXPI003415.12"
"CRC_MR_SBJ67H_17","SID531333"
"SID530368","CCMD14479708ST.21.0"
"CCMD23541216ST.11.0","CCMD64503764ST.21.0"
"CCIS09568613ST.4.0","SID31879"
