"Ctl","Disease"
"CCMD54057834ST.11.0","SZAXPI017454.20"
"SZAXPI015231.17","DRR127666"
"SID530331","CRC_MR_SBJ02C_17"
"CCIS94603952ST.4.0","SZAXPI017594.166"
"CCIS00281083ST.3.0","MMRS34525504ST.27.0.0"
"MMRS54246132ST.27.0.0","SZAXPI017468.88"
"CCIS11354283ST.4.0","SID530890"
"CCMD31009081ST.11.0","CRC_MR_SBJ32C_17"
"SID532802","CCMD13934959ST.21.0"
"DRR127597","CCIS84543192ST.4.0"
"CCMD53508245ST.11.0","MMRS96422329ST.27.0.0"
"MMRS67096717ST.27.0.0","DRR127646"
"SZAXPI017592.142","SID31489"
"CRC_MR_SBJ73H_17","CCMD49461418ST.11.0"
"CCIS82507866ST.3.0","MMRS77487595ST.27.0.0"
"SZAXPI015227.13","CCMD52145360ST.11.0"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"SZAXPI015253.44","CCIS48725289ST.4.0"
"DRR127649","MMRS86958796ST.27.0.0"
"SZAXPI015245.33","DRR127617"
"SID31328","CRC_MR_SBJ04C_17"
"CCIS32452666ST.4.0","MMRS85382779ST.27.0.0"
"SID530258","CRC_MR_SBJ64C_17"
"MMRS57569834ST.27.0.0","SZAXPI015215.20"
"CCMD56948710ST.11.0","CCMD35802077ST.21.0"
"MMPU72854103ST","MMRS14379078ST.27.0.0"
"SZAXPI015260.74","SZAXPI017590.136"
"SID530215","SZAXPI003436.7"
"CCMD17410933ST.11.0","CCMD59583015ST.11.0"
"CCMD50529145ST.11.0","CCMD76222476ST.11.0"
"SID31700","CCMD46222674ST.21.0"
"CCMD68973846ST.11.0","DRR127594"
"CCMD18579000ST.11.0","CCMD82866709ST.21.0"
"CCMD27867141ST.11.0","CCMD42428553ST.21.0"
"SID530119","SZAXPI003411.6"
"MMRS65862658ST.27.0.0","CCMD95433940ST.21.0"
"CCIS07648107ST.4.0","CCMD63399960ST.21.0"
"CRC_MR_SBJ18H_17","SZAXPI003422.11"
"CCIS50471204ST.4.0","CCIS82146115ST.4.0"
"CCMD76409700ST.11.0","CRC_MR_SBJ33C_17"
"CCIS48174381ST.4.0","SID31004"
"MMRS51307502ST.27.0.0","LILT_VF73_16"
"CRC_MR_SBJ24H_17","CCIS61287323ST.4.0"
"CCMD85481373ST.11.0","SID31876"
"CCMD93755960ST.11.0","MMRS25641480ST.27.0.0"
"CCIS05314658ST.4.0","CCIS47284573ST.4.0"
"CRC_MR_SBJ16H_17","SID31875"
"SZAXPI015262.79","CCMD98531134ST.11.0"
"MMRS17963147ST.27.0.0","MMRS51410669ST.27.0.0"
