"Ctl","Disease"
"LILT_VF28_T016","SZAXPI015225.18"
"SID530052","SID31870"
"LILT_VF265_T016","LILT_VF207_T017"
"SZAXPI015264.87","MMRS90191266ST.27.0.0"
"CCMD66848156ST.11.0","LILT_VF73_16"
"CCIS78100604ST.4.0","CCIS06260551ST.3.0"
"SID532796","CCMD19497912ST.21.0"
"CCIS16326685ST.4.0","CCMD14479708ST.21.0"
"SZAXPI015247.35","SZAXPI003422.11"
"DRR127756","CCIS98512455ST.4.0"
"SZAXPI015242.30","CCMD89306485ST.11.0"
"SID532749","SID531333"
"DRR162776","CCIS85214191ST.3.0"
"SZAXPI015238.24","LILT_VF216_T017"
