"Ctl","Disease"
"MMRS67096717ST.27.0.0","DRR127646"
"CCMD10191450ST.11.0","CCMD89306485ST.11.0"
"DRR127535","SZAXPI017468.88"
"SID532802","CCMD59583015ST.11.0"
"CRC_MR_SBJ45H_17","LILT_VF120_16"
"SZAXPI017591.140","CCMD51864103ST.21.0"
"SZAXPI015242.30","CCMD49461418ST.11.0"
"CCIS32452666ST.4.0","DRR127485"
"CCIS07648107ST.4.0","CCIS62794166ST.4.0"
"MMRS93621581ST.27.0.0","SID531277"
"DRR127737","DRR127557"
"SZAXPI003433.7","SZAXPI003427.1"
"MMRS68630931ST.27.0.0","MMRS31306426ST.27.0.0"
"CCIS88007743ST.4.0","SID31876"
"CCMD22852639ST.11.0","SZAXPI017466.84"
"SZAXPI015251.41","MMRS47662059ST.27.0.0"
"DRR127588","SZAXPI003425.1"
"CCIS95409808ST.4.0","SID31188"
"SZAXPI015272.108","CCMD25963797ST.21.0"
"CRC_MR_SBJ82H_17","SID31549"
"SZAXPI015252.43","DRR127594"
"DRR127634","CCMD74930188ST.21.0"
"CCMD56948710ST.11.0","DRR127789"
"MMRS51307502ST.27.0.0","SZAXPI017452.17"
"CCIS90164298ST.4.0","DRR127603"
"CCIS15794887ST.4.0","CRC_MR_SBJ26C_17"
"SID31300","CCMD46947453ST.21.0"
"LILT_VF18_T016","LILT_VF251_T017"
"DRR127628","CCMD88272491ST.21.0"
"CCIS95097901ST.4.0","SZAXPI003415.12"
"LILT_VF82_T016","CCMD48236717ST.21.0"
"MMRS38861560ST.27.0.0","CCIS21278152ST.4.0"
"MMRS29805707ST.27.0.0","MMRS44197125ST.27.0.0"
"DRR127619","DRR127476"
"CRC_MR_SBJ68H_17","SID31870"
"DRR162776","DRR127579"
"SZAXPI015229.15","CCIS44757994ST.4.0"
"LILT_VF189_T016","SID31159"
