"Ctl","Disease"
"CCMD35081859ST.11.0","CCIS83870198ST.4.0"
"MMRS94549160ST.27.0.0","MMRS85382779ST.27.0.0"
"MMRS67096717ST.27.0.0","DRR127646"
"SID31700","SID531128"
"CCMD56948710ST.11.0","CCMD35802077ST.21.0"
"CCIS02124300ST.4.0","CCIS48725289ST.4.0"
"SID31537","SZAXPI003424.12"
"SZAXPI015255.46","CCMD13934959ST.21.0"
"SZAXPI015245.33","SZAXPI017468.88"
"CCMD18579000ST.11.0","CCMD72895164ST.21.0"
"CCMD85661207ST.11.0","CCMD63399960ST.21.0"
"CCIS09568613ST.4.0","SZAXPI003426.11"
"CCIS78100604ST.4.0","SID31489"
"SID530295","CCIS55230578ST.4.0"
"CRC_MR_SBJ16H_17","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ24H_17","CCIS61287323ST.4.0"
"MMRS61683006ST.27.0.0","MMRS16644320ST.27.0.0"
"CCMD45004878ST.11.0","CCMD45988061ST.21.0"
"CRC_MR_SBJ80H_17","CCIS82146115ST.4.0"
"SZAXPI015251.41","MMRS25641480ST.27.0.0"
"CCIS07539127ST.4.0","CCIS52370277ST.4.0"
"DRR127613","MMRS81671217ST.27.0.0"
"SZAXPI015244.32","SZAXPI017588.123"
"CCIS13047523ST.4.0","MMRS14379078ST.27.0.0"
"MMRS81135225ST.27.0.0","MMRS67247116ST.27.0.0"
"MMRS66868025ST.27.0.0","SZAXPI015224.13"
"CCMD32288175ST.11.0","LILT_VF207_T017"
"MMRS20257302ST.27.0.0","CCIS71301801ST.4.0"
"MMPU99077057ST","SZAXPI017594.166"
"MMRS56137463ST.27.0.0","SZAXPI017464.37"
"CCIS63468405ST.4.0","CCIS21278152ST.4.0"
"CRC_MR_SBJ84H_17","SZAXPI017580.90"
"LILT_VF265_T016","DRR127515"
"CCIS34604008ST.4.0","SZAXPI003412.1"
"LILT_VF212_T016","CCMD95431029ST.11.0"
"CCIS82944710ST.20.0","CCIS41222843ST.4.0"
"CCMD99929634ST.11.0","CCMD51864103ST.21.0"
"SZAXPI015240.26","SZAXPI017463.36"
"CRC_MR_SBJ67H_17","SID531155"
"CCMD10032470ST.11.0","CCMD86707194ST.21.0"
"SID530075","DRR127718"
"CCMD22852639ST.11.0","CCMD50071957ST.21.0"
"SID532779","CCIS38765456ST.20.0"
"MMRS21365932ST.27.0.0","SID31223"
"MMRS73787048ST.27.0.0","CCIS33816588ST.4.0"
"DRR127588","SZAXPI003425.1"
"CCIS74239020ST.4.0","CCIS81887263ST.4.0"
"CCIS50003399ST.4.0","MMRS77321055ST.27.0.0"
"SID530364","CCMD25963797ST.21.0"
"CRC_MR_SBJ63H_17","MMRS55294627ST.27.0.0"
"SID530258","SZAXPI017453.19"
"CCMD29706695ST.11.0","SID31883"
"CRC_MR_SBJ68H_17","CRC_MR_SBJ47C_17"
"CCIS44093303ST.4.0","CCMD64503764ST.21.0"
"DRR127704","DRR127674"
"MMRS11288076ST.27.0.0","SZAXPI003410.3"
"DRR127737","MMRS34525504ST.27.0.0"
"MMRS87723283ST.27.0.0","MMRS71762412ST.27.0.0"
"SZAXPI015273.95","DRR127514"
"DRR127755","DRR127521"
"SID31112","SZAXPI003436.7"
"DRR127713","SZAXPI017585.109"
"LILT_GF06_16","DRR127720"
"CCMD15562448ST.11.0","LILT_VF234_T017"
"DRR162775","SZAXPI015222.123"
"CRC_MR_SBJ57H_17","SID31872"
"CCMD67373733ST.11.0","LILT_VF176_T017"
"LILT_VF140_T016","CCMD65222621ST.11.0"
"MMRS95674036ST.27.0.0","SZAXPI017583.102"
"MMRS36405092ST.27.0.0","DRR127478"
"CCMD72666896ST.11.0","LILT_VF281_T017"
"SZAXPI015238.24","DRR127567"
"MMRS91297590ST.27.0.0","DRR127638"
"LILT_VF206_T016","CCMD40701343ST.21.0"
"LILT_VF170_T016","LILT_VF65_16"
"MMRS65742083ST.27.0.0","SZAXPI017467.87"
