"Ctl","Disease"
"DRR127649","MMRS86958796ST.27.0.0"
"CCIS45571137ST.3.0","MMRS90191266ST.27.0.0"
"SID530258","CRC_MR_SBJ52C_17"
"SID532915","CCMD27463710ST.11.0"
"MMRS34569532ST.27.0.0","CCIS21278152ST.4.0"
"CRC_MR_SBJ73H_17","SZAXPI017458.25"
"SZAXPI017591.140","CCMD51864103ST.21.0"
"CCIS50471204ST.4.0","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ18H_17","MMRS55294627ST.27.0.0"
"SID532802","CCMD95433940ST.21.0"
"SID530119","SZAXPI003421.5"
"CCIS11362406ST.4.0","CCIS53043478ST.4.0"
"CCMD51154251ST.11.0","CCMD76222476ST.11.0"
"SID31021","SZAXPI017453.19"
"SZAXPI015227.13","SID31875"
"DRR127707","SZAXPI017464.37"
"CCIS16326685ST.4.0","DRR127720"
"CCIS41692898ST.4.0","SZAXPI017588.123"
"CCIS27304052ST.3.0","CCMD25511638ST.21.0"
"LILT_VF265_T016","CCIS33816588ST.4.0"
"SID530163","SID31549"
"CRC_MR_SBJ37H_17","CCMD46947453ST.21.0"
"MMRS94549160ST.27.0.0","CCMD87156761ST.21.0"
"SZAXPI015241.27","CRC_MR_SBJ50C_17"
"CCIS64773582ST.4.0","CCMD11006829ST.21.0"
"DRR127748","SID31159"
"CCIS81139242ST.4.0","SZAXPI003424.12"
"SZAXPI015212.113","SZAXPI017587.113"
"MMRS91297590ST.27.0.0","MMRS24340226ST.27.0.0"
"DRR127532","SZAXPI003426.11"
"SZAXPI015254.45","LILT_VF234_T017"
"CCMD41202658ST.11.0","LILT_GF15_16"
"CCIS07277498ST.4.0","SZAXPI017459.26"
