"Ctl","Disease"
"CCIS50003399ST.4.0","CRC_MR_SBJ52C_17"
"CCMD35081859ST.11.0","CCMD76222476ST.11.0"
"CRC_MR_SBJ65H_17","CCIS82146115ST.4.0"
"CCMD76409700ST.11.0","CRC_MR_SBJ33C_17"
"CCMD23541216ST.11.0","SID31188"
"CCIS41692898ST.4.0","CRC_MR_SBJ04C_17"
"CCMD41521570ST.11.0","SZAXPI017458.25"
"DRR127524","SID531361"
"CCIS50471204ST.4.0","CCIS41222843ST.4.0"
"SZAXPI015259.62","CRC_MR_SBJ31C_17"
"LILT_VF28_T016","SID31875"
"CCMD93755960ST.11.0","CCMD86707194ST.21.0"
"CCIS32452666ST.4.0","CRC_MR_SBJ36C_17"
"SZAXPI015252.43","SZAXPI015210.17"
"CCIS88317640ST.4.0","SID31871"
"CCMD39157124ST.11.0","CRC_MR_SBJ42C_17"
"CCIS63910149ST.4.0","CCMD64776337ST.21.0"
"SZAXPI015228.14","CRC_MR_SBJ05C_17"
"CCMD89967135ST.11.0","CCIS52370277ST.4.0"
"MMPU29365221ST","MMRS43563715ST.27.0.0"
"CCMD38158721ST.11.0","DRR127789"
"MMRS64281551ST.27.0.0","SZAXPI017584.108"
