"Ctl","Disease"
"SZAXPI015250.39","SZAXPI003435.11"
"LILT_VF00TL_16","CCIS83870198ST.4.0"
"SZAXPI015227.13","CCIS55230578ST.4.0"
"CCIS11354283ST.4.0","CRC_MR_SBJ02C_17"
"MMRS38954404ST.27.0.0","MMRS77487595ST.27.0.0"
"LILT_VF140_T016","CCMD21703880ST.11.0"
"SZAXPI015268.109","CCIS53043478ST.4.0"
"CRC_MR_SBJ73H_17","SZAXPI017588.123"
"CCIS03857607ST.4.0","CRC_MR_SBJ12C_17"
"LILT_VF40_16","LILT_VF207_T017"
"CCIS00146684ST.4.0","MMRS96422329ST.27.0.0"
"SID31537","SZAXPI017581.93"
"SZAXPI015242.30","SZAXPI015213.15"
"CRC_MR_SBJ82H_17","SID31877"
"CCIS98482370ST.3.0","LILT_VF77_16"
"CRC_MR_SBJ68H_17","SID31871"
"CCIS79210440ST.3.0","MMRS41266697ST.27.0.0"
"CCIS21126322ST.4.0","CRC_MR_SBJ53C_17"
"SZAXPI015261.75","DRR127559"
"LILT_VF84_16","CCMD95676152ST.11.0"
"SZAXPI015260.74","CCIS44757994ST.4.0"
"CCIS16326685ST.4.0","SZAXPI003410.3"
"DRR127597","SID31883"
"SID31160","CCMD60079086ST.21.0"
"CRC_MR_SBJ57H_17","CRC_MR_SBJ47C_17"
"MMRS51737257ST.27.0.0","SZAXPI017457.24"
"DRR127756","CCIS65479369ST.4.0"
"DRR127619","DRR127647"
"CCIS10706551ST.3.0","CCIS02379307ST.4.0"
