"Ctl","Disease"
"SID532915","CCIS87116798ST.4.0"
"CCIS23164343ST.4.0","CRC_MR_SBJ55C_17"
"CCIS21126322ST.4.0","CCIS48725289ST.4.0"
"SID530215","DRR127646"
"CRC_MR_SBJ83H_17","MMRS18295921ST.27.0.0"
"CCIS45571137ST.3.0","MMRS90191266ST.27.0.0"
"CCMD27867141ST.11.0","SZAXPI017466.84"
"MMRS93621581ST.27.0.0","CCMD63399960ST.21.0"
"CCIS50471204ST.4.0","CCIS55230578ST.4.0"
"CCIS78100604ST.4.0","SID31489"
"SZAXPI015244.32","SID31876"
"MMRS51307502ST.27.0.0","CCMD95431029ST.11.0"
"MMPU84450604ST","CCMD46222674ST.21.0"
"CCIS90164298ST.4.0","CRC_MR_SBJ27C_17"
"CRC_MR_SBJ80H_17","CCIS82146115ST.4.0"
"SZAXPI015262.79","CCMD98531134ST.11.0"
"CCIS02124300ST.4.0","CCMD19497912ST.21.0"
"LILT_VF140_T016","CCIS78318719ST.4.0"
"CCIS71578391ST.4.0","CCIS11015875ST.4.0"
"CCIS63910149ST.4.0","SID31285"
"SID530394","SZAXPI017462.33"
"CRC_MR_SBJ84H_17","SZAXPI015218.16"
"SID530258","CCIS53355328ST.4.0"
"MMRS39582183ST.27.0.0","MMRS78791111ST.27.0.0"
"SID31160","SID31875"
"CCIS16326685ST.4.0","DRR127708"
"CCIS07648107ST.4.0","DRR162777"
"DRR127731","LILT_VF300_T016"
"CCMD45004878ST.11.0","CCMD46947453ST.21.0"
"MMRS81135225ST.27.0.0","SZAXPI017463.36"
"LILT_VF265_T016","CCIS50148151ST.4.0"
"CCMD32965613ST.11.0","CCMD23101338ST.21.0"
"CCIS32452666ST.4.0","CCIS41222843ST.4.0"
"CCIS81139242ST.4.0","CCIS81887263ST.4.0"
"CCMD49025643ST.11.0","CCMD88272491ST.21.0"
"CCIS88007743ST.4.0","CRC_MR_SBJ07C_17"
"SZAXPI015247.35","DRR127521"
"MMRS40913371ST.27.0.0","CCMD52117727ST.11.0"
"SID31071","SZAXPI017452.17"
"CCIS48174381ST.4.0","CCIS91228662ST.4.0"
"CRC_MR_SBJ24H_17","SZAXPI017590.136"
"DRR127532","DRR127536"
"CCIS16561622ST.4.0","SZAXPI017457.24"
"CCIS64785924ST.20.0","SZAXPI017581.93"
"CCMD25475945ST.11.0","CRC_MR_SBJ61C_17"
"LILT_VF84_16","CCMD86114146ST.21.0"
"MMRS94549160ST.27.0.0","CCMD90311071ST.21.0"
"CCMD76409700ST.11.0","CRC_MR_SBJ53C_17"
"SZAXPI015241.27","SZAXPI003415.12"
"SID530227","SID531333"
"MMRS38861560ST.27.0.0","SZAXPI015237.23"
"SID31112","SZAXPI003421.5"
"CCMD30626189ST.11.0","SZAXPI017467.87"
"MMRS95674036ST.27.0.0","SZAXPI017582.94"
"SID532796","CCMD34381688ST.21.0"
"SID530251","SID31865"
"DRR127763","MMRS59699117ST.27.0.0"
"SID532749","SID31237"
"DRR127756","SZAXPI017455.21"
"LILT_VF18_T016","MMRS44587603ST.27.0.0"
