"Ctl","Disease"
"LILT_VF28_T016","LILT_VF29_16"
"SID31267","SID31276"
"CCIS94417875ST.3.0","CCIS41548810ST.4.0"
"DRR127597","CRC_MR_SBJ49C_17"
"CRC_MR_SBJ79H_17","SID31685"
"SID530394","CCMD25963797ST.21.0"
"MMRS62666492ST.27.0.0","CRC_MR_SBJ53C_17"
"CCIS07539127ST.4.0","CCIS53043478ST.4.0"
"CRC_MR_SBJ46H_17","SZAXPI017593.158"
"CRC_MR_SBJ16H_17","CCMD46222674ST.21.0"
"DRR127649","MMRS77018926ST.27.0.0"
"MMRS64281551ST.27.0.0","MMRS18295921ST.27.0.0"
"SZAXPI015255.46","SZAXPI017594.166"
"CCMD10032470ST.11.0","CCMD49461418ST.11.0"
"CCIS50471204ST.4.0","MMRS15137911ST.27.0.0"
"CRC_MR_SBJ67H_17","MMRS54316675ST.27.0.0"
"CCIS16383318ST.4.0","SZAXPI017454.20"
"CCIS05314658ST.4.0","CCIS52370277ST.4.0"
"SZAXPI015258.57","SZAXPI017458.25"
"CCMD10191450ST.11.0","CCMD76222476ST.11.0"
"CCMD66848156ST.11.0","CCMD72895164ST.21.0"
"CRC_MR_SBJ68H_17","SID531352"
"SID532779","CRC_MR_SBJ40C_17"
"SZAXPI015265.88","MMRS55294627ST.27.0.0"
"CCMD15562448ST.11.0","SID31876"
"MMPU68403337ST","CCMD64776337ST.21.0"
"CCIS11362406ST.4.0","SID31549"
"MMRS17963147ST.27.0.0","CCMD18872694ST.21.0"
"CRC_MR_SBJ78H_17","DRR127515"
"SID530050","MMRS65205033ST.27.0.0"
"CCIS88007743ST.4.0","DRR127476"
"LILT_VF263_T016","LILT_VF207_T017"
"SZAXPI015259.62","MMRS81194191ST.27.0.0"
"DRR127707","MMRS12272136ST.27.0.0"
"SZAXPI015238.24","SID31493"
"LILT_VF259_T016","CRC_MR_SBJ07C_17"
"DRR127546","LILT_VF251_T017"
"SZAXPI015227.13","CCMD60079086ST.21.0"
"DRR127713","MMRS92544445ST.27.0.0"
"MMRS38954404ST.27.0.0","CCIS14449628ST.4.0"
"MMRS29805707ST.27.0.0","LILT_VF300_T016"
"CCIS95097901ST.4.0","CCMD19497912ST.21.0"
"CCIS41692898ST.4.0","SID531775"
"SID530163","CCIS81887263ST.4.0"
"SID31714","SZAXPI003436.7"
"CCIS27304052ST.3.0","MMRS97052561ST.27.0.0"
"LILT_VF279_T016","CRC_MR_SBJ05C_17"
"DRR127616","SZAXPI003421.5"
"CCMD26625622ST.11.0","CCIS87252800ST.4.0"
"DRR127583","CCMD79349503ST.11.0"
"DRR127756","MMRS64281211ST.27.0.0"
"SID31129","CRC_MR_SBJ11C_17"
"SZAXPI015256.47","SZAXPI015215.20"
"DRR127672","CCMD12232071ST.21.0"
"CCMD23541216ST.11.0","MMRS41266697ST.27.0.0"
"SZAXPI003417.4","CCIS44757994ST.4.0"
"CCMD67373733ST.11.0","CCMD52117727ST.11.0"
"MMRS65742083ST.27.0.0","SZAXPI017589.133"
