"Ctl","Disease"
"CCMD45812507ST.11.0","CCMD59583015ST.11.0"
"CRC_MR_SBJ34H_17","CCMD52145360ST.11.0"
"CCIS78100604ST.4.0","SZAXPI003412.1"
"DRR127649","CCMD72895164ST.21.0"
"CRC_MR_SBJ78H_17","SID31875"
"CRC_MR_SBJ21H_17","CCMD49461418ST.11.0"
"SID530258","SZAXPI015223.158"
"CCIS21126322ST.4.0","CCMD13934959ST.21.0"
"DRR127721","SZAXPI015222.123"
"CCIS07648107ST.4.0","CCIS62794166ST.4.0"
"SID31021","CCIS53355328ST.4.0"
"CCMD22852639ST.11.0","LILT_VF100_T016"
"CCIS82507866ST.3.0","CCMD87156761ST.21.0"
"SZAXPI015269.94","DRR127594"
"LILT_VF00TL_16","CCMD89306485ST.11.0"
"MMRS95479054ST.27.0.0","CCMD26925580ST.21.0"
"CCMD46727384ST.11.0","MMRS67247116ST.27.0.0"
"LILT_VF262_T016","LILT_VF207_T017"
"CRC_MR_SBJ74H_17","MMRS77321055ST.27.0.0"
"DRR127488","SZAXPI015213.15"
"CCMD51228890ST.11.0","CRC_MR_SBJ35C_17"
"CCMD59540613ST.11.0","DRR127774"
"DRR127763","DRR127559"
"CCIS16326685ST.4.0","DRR127720"
"CCIS79210440ST.3.0","CCIS50148151ST.4.0"
"MMRS91297590ST.27.0.0","MMRS65205033ST.27.0.0"
"CCMD45004878ST.11.0","MMRS96422329ST.27.0.0"
"SID31160","SID31004"
"MMRS57569834ST.27.0.0","DRR127617"
"SZAXPI015249.37","SID531281"
"MMRS95674036ST.27.0.0","SZAXPI017461.32"
"CCIS63468405ST.4.0","CCIS61287323ST.4.0"
"CRC_MR_SBJ77H_17","CCMD95676152ST.11.0"
"LILT_VF170_T016","SZAXPI017457.24"
"SID31219","CRC_MR_SBJ39C_17"
"MMRS56137463ST.27.0.0","DRR162779"
"LILT_VF212_T016","LILT_VF251_T017"
"SID31300","SID31873"
"CCIS29688262ST.20.0","SID31446"
"MMRS92546335ST.27.0.0","SZAXPI003431.1"
"LILT_VF206_T016","CCIS72607085ST.4.0"
