"Ctl","Disease"
"CCIS45793747ST.4.0","SID530890"
"CCMD41202658ST.11.0","CCIS77252613ST.4.0"
"CCMD23541216ST.11.0","MMRS77487595ST.27.0.0"
"SID530055","CRC_MR_SBJ06C_17"
"MMRS95277876ST.27.0.0","SID31875"
"CCIS78100604ST.4.0","SZAXPI003412.1"
"CCMD51228890ST.11.0","SZAXPI003436.7"
"DRR127762","CCIS84543192ST.4.0"
"SZAXPI015241.27","CRC_MR_SBJ25C_17"
"SZAXPI015230.16","MMRS25641480ST.27.0.0"
"CCMD73128545ST.11.0","CCMD72895164ST.21.0"
"CRC_MR_SBJ18H_17","LILT_VF270_T017"
"CCMD45004878ST.11.0","CCIS87116798ST.4.0"
"CCMD22852639ST.11.0","LILT_VF100_T016"
"SID31452","CRC_MR_SBJ55C_17"
"SZAXPI015263.84","SID31883"
"DRR127628","MMRS65205033ST.27.0.0"
"CCIS15794887ST.4.0","CRC_MR_SBJ31C_17"
"CCIS90164298ST.4.0","CCMD86114146ST.21.0"
"SZAXPI015258.57","CCMD26925580ST.21.0"
"SID530050","CCMD90311071ST.21.0"
"MMRS39582183ST.27.0.0","MMRS44587603ST.27.0.0"
"CCIS34604008ST.4.0","SID31285"
"SID31219","CCIS76845094ST.20.0"
"CCIS36797902ST.4.0","SZAXPI003427.1"
"CCMD18829815ST.11.0","SID31877"
"CRC_MR_SBJ57H_17","CCMD25511638ST.21.0"
"CCMD35081859ST.11.0","SZAXPI015224.13"
"SID31129","SID31237"
"CCMD25475945ST.11.0","SZAXPI003437.3"
"CRC_MR_SBJ37H_17","CCIS35100175ST.4.0"
"SZAXPI015257.56","DRR127536"
"CCIS79210440ST.3.0","SID531775"
"CCIS82944710ST.20.0","SZAXPI015221.142"
"CCMD26625622ST.11.0","SZAXPI003425.1"
"LILT_VF189_T016","LILT_VF145_T017"
"DRR127537","SZAXPI017464.37"
"DRR127672","SZAXPI017461.32"
