"Ctl","Disease"
"SZAXPI015260.74","MMRS41711735ST.27.0.0"
"MMRS95479054ST.27.0.0","DRR127485"
"CCMD27867141ST.11.0","SID31223"
"DRR127649","MMRS14602194ST.27.0.0"
"CRC_MR_SBJ83H_17","CCIS84543192ST.4.0"
"CCMD51228890ST.11.0","SZAXPI003421.5"
"CCIS94417875ST.3.0","CCMD86114146ST.21.0"
"CCMD53522274ST.11.0","SZAXPI015226.14"
"LILT_VF265_T016","DRR127515"
"MMRS11932626ST.27.0.0","DRR127517"
"CCMD10032470ST.11.0","MMRS25641480ST.27.0.0"
"MMRS39582183ST.27.0.0","MMRS72802364ST.27.0.0"
"SZAXPI003433.7","DRR127536"
"DRR127488","CRC_MR_SBJ42C_17"
"SZAXPI015242.30","CCMD76222476ST.11.0"
"CCIS07648107ST.4.0","MMRS16644320ST.27.0.0"
"MMRS20257302ST.27.0.0","CCMD88272491ST.21.0"
"MMRS38954404ST.27.0.0","CCMD23101338ST.21.0"
"CRC_MR_SBJ82H_17","SID31549"
"SZAXPI015250.39","SZAXPI015216.169"
"MMRS11288076ST.27.0.0","CCIS81887263ST.4.0"
"CCMD25475945ST.11.0","SZAXPI003437.3"
"MMRS21365932ST.27.0.0","CCMD27463710ST.11.0"
"DRR127537","CCIS41288781ST.4.0"
"SID31009","SID31880"
"DRR162775","SZAXPI015222.123"
"DRR127704","CRC_MR_SBJ05C_17"
"LILT_VF18_T016","LILT_GF15_16"
"MMRS51737257ST.27.0.0","DRR127625"
"CCIS11558985ST.4.0","SZAXPI017461.32"
